                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.3423,                 8.9425,                 2.0655,                0.08303,                0.01939,                  0.045,                0.02275,                 1.0521,                 8.8552,                 1.6254,               0.070462,              0.0032821,              0.0032821
                      1,                  1.086,                 6.9489,                 1.7302,                0.04467,                0.00559,                0.02421,                0.01257,                0.96713,                 6.5335,                 1.5216,               0.040462,              0.0066154,              0.0066154
                      2,                0.99612,                 7.0581,                 1.6272,                0.05752,                0.05149,                0.04564,                0.02477,                0.89193,                 6.9747,                 1.4419,               0.010462,              0.0099487,              0.0099487
                      3,                0.98494,                 8.3967,                  1.558,                0.06624,                0.04146,                0.04278,                0.02128,                0.87424,                 8.6949,                 1.3939,                   0.01,                   0.01,                   0.01
                      4,                0.99952,                  19.63,                 1.4935,                0.06624,                0.04146,                0.04278,                0.02128,                0.88761,                 6.7749,                  1.361,                   0.01,                   0.01,                   0.01
                      5,                 1.0367,                 7.7581,                 1.6394,                0.03797,                0.01276,                0.02339,                0.01411,                0.90844,                 6.4348,                 1.4573,                   0.01,                   0.01,                   0.01
                      6,                0.96775,                 7.4499,                 1.5783,                0.06538,                0.01995,                 0.0375,                0.02436,                0.92669,                 6.7917,                 1.5154,              0.0099999,              0.0099999,              0.0099999
                      7,                0.94425,                 6.7485,                 1.5585,                 0.0954,                 0.0386,                0.06375,                0.03343,                 0.9643,                 7.5453,                 1.5229,              0.0099999,              0.0099999,              0.0099999
                      8,                0.96676,                 7.2058,                 1.5468,                0.17245,                0.01299,                0.09157,                0.06131,                0.87359,                 5.1564,                 1.4498,              0.0099999,              0.0099999,              0.0099999
                      9,                0.91228,                 5.9725,                 1.4922,                0.04167,                0.00016,                0.02091,                0.01673,                0.82885,                 5.5058,                 1.3756,              0.0099998,              0.0099998,              0.0099998
                     10,                0.93294,                  6.201,                  1.455,                0.13217,                0.00437,                 0.0683,                  0.042,                0.85644,                 5.5164,                 1.3288,              0.0099998,              0.0099998,              0.0099998
                     11,                0.91641,                 5.4557,                 1.3896,                0.22735,                0.02196,                0.12451,                0.07386,                0.81608,                 4.7827,                 1.3381,              0.0099997,              0.0099997,              0.0099997
                     12,                0.87868,                 5.1549,                 1.4257,                 0.1225,                0.00445,                0.06346,                0.03823,                0.81762,                 4.7402,                 1.3661,              0.0099997,              0.0099997,              0.0099997
                     13,                0.85452,                 5.2159,                 1.4377,                0.27443,                0.01641,                0.14527,                0.09843,                0.80604,                 4.4899,                 1.3433,              0.0099996,              0.0099996,              0.0099996
                     14,                0.89162,                 4.9403,                 1.4015,                0.35026,                0.03093,                0.19003,                0.11855,                0.86798,                 4.5483,                 1.4189,              0.0099995,              0.0099995,              0.0099995
                     15,                0.91348,                 4.5529,                 1.4383,                0.38107,                 0.0568,                0.21978,                0.13608,                0.82816,                 4.0481,                  1.346,              0.0099995,              0.0099995,              0.0099995
                     16,                0.88406,                 4.5015,                 1.3985,                 0.4782,                 0.0207,                0.24946,                0.15506,                0.82937,                 4.1884,                 1.3517,              0.0099994,              0.0099994,              0.0099994
                     17,                0.88968,                  4.425,                 1.3368,                0.55659,                0.03526,                0.29606,                0.19094,                0.79675,                 3.8682,                 1.3213,              0.0099993,              0.0099993,              0.0099993
                     18,                0.87127,                 4.4861,                 1.3841,                0.55963,                0.08493,                0.32078,                0.20699,                0.80484,                 3.7558,                  1.332,              0.0099992,              0.0099992,              0.0099992
                     19,                 0.8939,                 4.2915,                 1.3778,                0.61448,                0.10589,                0.36171,                0.23275,                0.79308,                 3.7342,                 1.3223,              0.0099991,              0.0099991,              0.0099991
                     20,                0.84665,                 3.9777,                 1.3861,                0.55506,                0.16442,                0.36276,                 0.2133,                0.81988,                 3.6316,                 1.3512,               0.009999,               0.009999,               0.009999
                     21,                0.87803,                 4.0193,                 1.4083,                0.62498,                0.09837,                 0.3627,                  0.227,                0.79257,                 3.4123,                 1.2989,              0.0099989,              0.0099989,              0.0099989
                     22,                0.87249,                 3.8338,                 1.3487,                0.62238,                0.17014,                0.39894,                0.24365,                0.80321,                 3.3962,                 1.3344,              0.0099988,              0.0099988,              0.0099988
                     23,                0.85087,                 3.7946,                 1.4171,                0.68722,                0.12238,                0.40605,                0.25739,                0.83313,                  3.437,                 1.3514,              0.0099987,              0.0099987,              0.0099987
                     24,                0.88661,                 3.6826,                 1.3464,                0.73525,                 0.1475,                0.44293,                0.27242,                0.82906,                 3.2386,                 1.3498,              0.0099986,              0.0099986,              0.0099986
                     25,                  0.867,                 3.5432,                  1.338,                 0.7088,                0.18224,                0.44678,                0.28387,                0.77668,                  3.028,                 1.2778,              0.0099984,              0.0099984,              0.0099984
                     26,                0.82481,                  3.495,                 1.2886,                0.67627,                0.07795,                0.37749,                0.23703,                0.86026,                 4.4309,                 1.4014,              0.0099983,              0.0099983,              0.0099983
                     27,                0.82313,                  3.394,                 1.3218,                0.73273,                0.22234,                0.48062,                0.28994,                0.80148,                 3.0252,                 1.3076,              0.0099981,              0.0099981,              0.0099981
                     28,                0.82738,                 3.4956,                 1.3432,                 0.6654,                0.02625,                0.34582,                0.21905,                0.87652,                 5.4237,                 1.4579,               0.009998,               0.009998,               0.009998
                     29,                0.82386,                  3.541,                 1.3525,                0.67497,                 0.2137,                0.44516,                0.28775,                0.76162,                  2.943,                 1.2822,              0.0099979,              0.0099979,              0.0099979
                     30,                0.83967,                 3.4638,                  1.339,                0.73571,                0.21858,                0.47902,                0.29313,                0.78033,                 2.9371,                 1.2912,              0.0099977,              0.0099977,              0.0099977
                     31,                 0.8215,                 3.5098,                  1.314,                0.72327,                0.23736,                0.48414,                0.30773,                0.75343,                 2.8473,                  1.271,              0.0099975,              0.0099975,              0.0099975
