                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 2.6817,                 4.5703,                 1.9705,                0.39664,                0.06449,                0.01976,                0.00942,                 2.1967,                 4.0507,                 1.4323,               0.070577,              0.0032692,              0.0032692
                      1,                 2.2014,                 3.7281,                 1.5457,                0.78368,                 0.0682,                0.03004,                 0.0142,                 2.1018,                 3.7049,                 1.4121,                0.04056,              0.0065861,              0.0065861
                      2,                 2.1794,                 3.5488,                 1.5222,                0.08829,                0.09089,                0.02325,                 0.0118,                 2.0673,                    inf,                 1.4076,               0.010527,              0.0098862,              0.0098862
                      3,                 2.2186,                 3.3874,                  1.507,                 0.3103,                0.10297,                  0.031,                0.01328,                 2.2944,                 6.7398,                  1.467,               0.009925,               0.009925,               0.009925
                      4,                 2.2438,                 3.4771,                 1.4312,                0.37276,                0.09563,                0.03156,                0.01279,                 2.2943,                 3.7097,                  1.379,               0.009925,               0.009925,               0.009925
                      5,                 2.1431,                 3.1693,                 1.4435,                0.44062,                0.07951,                0.03103,                0.01433,                  2.215,                 4.7542,                 1.4289,                 0.0099,                 0.0099,                 0.0099
                      6,                 2.1017,                 3.1568,                 1.4493,                0.18314,                0.14619,                0.04257,                 0.0226,                 1.9151,                  2.792,                 1.2975,               0.009875,               0.009875,               0.009875
                      7,                 2.0019,                 2.9062,                 1.4308,                0.24579,                0.12333,                0.04291,                0.02143,                 2.0659,                 3.0814,                 1.3793,                0.00985,                0.00985,                0.00985
                      8,                   2.04,                  2.891,                 1.4071,                0.11258,                0.20928,                0.07115,                0.03523,                 2.0087,                 2.5567,                 1.3336,               0.009825,               0.009825,               0.009825
                      9,                 2.0247,                 2.7736,                 1.4243,                0.29315,                0.16502,                0.07356,                0.03524,                 2.1273,                 2.6461,                 1.4147,                 0.0098,                 0.0098,                 0.0098
                     10,                 1.9593,                 2.8092,                 1.3563,                0.32838,                0.20914,                0.09308,                0.04779,                 1.8928,                 2.6751,                 1.2643,               0.009775,               0.009775,               0.009775
                     11,                  1.906,                 2.7767,                 1.3515,                0.37992,                0.17695,                0.10399,                0.05606,                 1.8235,                 2.4188,                 1.2357,                0.00975,                0.00975,                0.00975
                     12,                 2.0711,                 2.6941,                 1.3842,                0.29807,                0.16695,                0.10609,                0.05204,                 2.0364,                 2.4045,                 1.3023,               0.009725,               0.009725,               0.009725
                     13,                   1.98,                 2.4394,                  1.354,                 0.3567,                 0.2126,                0.13439,                0.07005,                 1.8731,                 2.3029,                 1.2705,                 0.0097,                 0.0097,                 0.0097
                     14,                  1.998,                 2.4499,                 1.3141,                0.32895,                0.21645,                0.14405,                0.07291,                 1.9198,                 2.1894,                 1.2659,               0.009675,               0.009675,               0.009675
                     15,                 2.0029,                 2.3126,                 1.3276,                0.34564,                0.23536,                0.16284,                0.08181,                 1.9271,                 2.1294,                 1.2624,                0.00965,                0.00965,                0.00965
                     16,                 1.9072,                 2.4005,                 1.3752,                0.37965,                0.23821,                0.17248,                0.09043,                 1.8558,                 2.0516,                 1.2465,               0.009625,               0.009625,               0.009625
                     17,                 1.8967,                 2.2993,                 1.3236,                0.39837,                0.22867,                0.17301,                0.09154,                 1.8487,                 2.2039,                  1.245,                 0.0096,                 0.0096,                 0.0096
                     18,                 1.9472,                 2.2157,                 1.2738,                0.41024,                0.23922,                 0.1903,                0.09516,                 1.9062,                 2.0852,                 1.2479,               0.009575,               0.009575,               0.009575
                     19,                 1.9548,                 2.1804,                 1.2567,                0.45105,                0.24829,                0.20359,                0.10774,                 1.8157,                 1.9999,                 1.2314,                0.00955,                0.00955,                0.00955
