                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 3.2432,                 6.1837,                 2.2026,                      0,                      0,                      0,                      0,                 3.0616,                 6.0912,                 1.7599,               0.067623,             0.00032704,             0.00032704
                      1,                 2.9785,                  6.162,                 1.9418,                      0,                      0,                      0,                      0,                 2.7715,                 6.0847,                 1.6641,               0.034623,             0.00066036,             0.00066036
                      2,                 2.7606,                 6.1106,                 1.7325,                      0,                      0,                      0,                      0,                  2.463,                  5.965,                 1.4731,              0.0016225,              0.0009936,              0.0009936
                      3,                 2.5362,                 6.0466,                  1.606,                      0,                      0,                      0,                      0,                 2.3061,                 5.8681,                 1.3777,             0.00099975,             0.00099975,             0.00099975
                      4,                 2.4144,                 5.9967,                 1.5038,                      0,                      0,                      0,                      0,                 2.2788,                 5.8239,                 1.3662,             0.00099975,             0.00099975,             0.00099975
                      5,                 2.3771,                 5.9158,                 1.4626,                0.00321,                  4e-05,                0.00164,                0.00049,                 2.2274,                 5.7074,                 1.3355,             0.00099956,             0.00099956,             0.00099956
                      6,                 2.3039,                 5.8768,                 1.4171,                0.00595,                0.00023,                0.00307,                0.00092,                 2.1837,                 5.6526,                 1.3093,             0.00099931,             0.00099931,             0.00099931
                      7,                 2.3266,                 5.7714,                  1.407,                0.00481,                 0.0017,                0.00261,                 0.0012,                 2.1678,                 5.5489,                 1.2995,             0.00099901,             0.00099901,             0.00099901
                      8,                 2.1908,                  5.664,                 1.3887,                0.02582,                0.01181,                0.01411,                0.00831,                 2.1312,                 5.3382,                 1.2971,             0.00099866,             0.00099866,             0.00099866
                      9,                 2.2611,                 5.5821,                 1.3532,                0.02445,                0.03367,                0.01531,                0.00756,                 2.0985,                 5.0611,                 1.3015,             0.00099825,             0.00099825,             0.00099825
